Date,Open,High,Low,Close,Adj Close,Volume
2015-04-07,152.529999,152.949997,151.720001,151.779999,139.931396,1391700
2015-04-08,152.229996,152.669998,151.190002,152.000000,140.134216,1483000
2015-04-09,150.570007,151.000000,148.270004,148.809998,137.193237,3401800
2015-04-10,149.399994,150.029999,148.619995,149.639999,137.958466,1572900
2015-04-13,149.440002,150.339996,148.929993,149.020004,137.386871,1120200
2015-04-14,149.000000,150.100006,147.720001,149.520004,137.847809,1540800
2015-04-15,149.580002,150.669998,149.050003,149.070007,137.432938,1404700
2015-04-16,148.759995,148.899994,146.910004,147.110001,135.625961,2680600
2015-04-17,146.580002,146.729996,143.100006,144.570007,133.284241,4369300
2015-04-20,146.649994,147.250000,145.750000,146.309998,134.888412,2881900
2015-04-21,146.979996,148.080002,146.600006,147.339996,135.837997,1616700
2015-04-22,147.929993,147.929993,146.279999,146.979996,135.506119,1423500
2015-04-23,146.600006,147.949997,146.270004,147.300003,135.801163,1351800
2015-04-24,147.330002,148.399994,146.869995,148.119995,136.557114,1421100
2015-04-27,148.300003,148.509995,146.860001,146.960007,135.487656,1717000
2015-04-28,146.889999,147.190002,146.050003,146.610001,135.165009,1302100
2015-04-29,145.880005,146.250000,143.869995,144.460007,133.547211,1719000
2015-04-30,143.850006,144.899994,142.539993,143.050003,132.243698,2523200
2015-05-01,143.460007,145.740005,143.220001,145.389999,134.406937,1504700
2015-05-04,145.389999,146.210007,144.610001,145.750000,134.739746,1288800
2015-05-05,145.119995,145.740005,144.289993,144.500000,133.584152,1769600
2015-05-06,145.350006,145.839996,144.009995,144.770004,133.833771,1737300
2015-05-07,144.520004,145.610001,144.009995,144.559998,133.639633,2564500
2015-05-08,146.000000,147.559998,145.800003,145.880005,134.859924,1728700
2015-05-11,145.539993,146.330002,144.199997,144.270004,133.371567,1905800
2015-05-12,144.000000,145.000000,143.419998,144.070007,133.186676,1923900
2015-05-13,143.880005,145.289993,142.720001,143.240005,132.419373,2135900
2015-05-14,144.130005,144.130005,141.529999,142.600006,131.827682,3023400
2015-05-15,143.220001,144.960007,142.740005,144.830002,133.889252,2357000
2015-05-18,144.740005,145.289993,144.050003,145.059998,134.101883,1451700
2015-05-19,144.809998,145.500000,144.309998,144.740005,133.806015,1332700
2015-05-20,145.059998,145.059998,143.259995,143.490005,132.650467,1640900
2015-05-21,143.369995,144.589996,142.850006,143.940002,133.066467,1539400
2015-05-22,143.899994,144.759995,143.399994,143.679993,132.826111,1189500
2015-05-26,144.080002,144.410004,143.080002,143.250000,132.428574,2477400
2015-05-27,143.630005,145.639999,143.110001,145.419998,134.434662,2954100
2015-05-28,144.320007,145.970001,143.160004,144.259995,133.362289,3206200
2015-05-29,143.779999,143.949997,141.770004,142.589996,131.818466,3015000
2015-06-01,143.050003,143.250000,141.899994,142.389999,131.633560,2182700
2015-06-02,141.970001,142.669998,140.889999,141.399994,130.718384,1962200
2015-06-03,141.669998,142.509995,141.179993,142.130005,131.393219,1858200
2015-06-04,141.369995,142.500000,140.330002,140.649994,130.024979,2898600
2015-06-05,140.740005,140.809998,138.740005,138.779999,128.296280,3203200
2015-06-08,138.910004,138.910004,138.020004,138.050003,127.621422,1877700
2015-06-09,137.919998,138.759995,137.809998,138.039993,127.612175,2039100
2015-06-10,138.320007,139.940002,138.259995,139.429993,128.897141,1725600
2015-06-11,139.639999,140.470001,139.190002,139.320007,128.795471,1342300
2015-06-12,139.059998,139.300003,138.509995,138.779999,128.296280,1290700
2015-06-15,137.940002,138.320007,137.149994,137.229996,126.863358,1939500
2015-06-16,137.199997,138.240005,137.149994,137.979996,127.556709,1553600
2015-06-17,137.940002,139.320007,137.880005,138.880005,128.388702,1508100
2015-06-18,139.490005,141.100006,139.220001,140.500000,129.886322,2074100
2015-06-19,140.589996,141.479996,140.179993,140.300003,129.701416,2758200
2015-06-22,140.839996,141.169998,140.080002,140.190002,129.599777,1415700
2015-06-23,140.440002,140.899994,139.529999,139.649994,129.100555,1489400
2015-06-24,139.339996,139.860001,138.279999,138.339996,127.889481,1965900
2015-06-25,138.449997,139.910004,137.419998,137.449997,127.066742,1660900
2015-06-26,137.940002,138.639999,137.529999,138.059998,127.630661,2248900
2015-06-29,137.009995,137.820007,135.660004,135.690002,125.439674,1963200
2015-06-30,136.380005,136.710007,134.729996,135.059998,124.857277,2454300
2015-07-01,135.789993,136.570007,135.539993,136.490005,126.179253,1707000
2015-07-02,137.000000,137.199997,136.279999,136.389999,126.086815,1148400
2015-07-06,135.149994,136.839996,135.059998,135.880005,125.615349,2450400
2015-07-07,136.300003,140.869995,136.029999,140.500000,129.886322,3790000
2015-07-08,139.979996,140.529999,139.270004,139.899994,129.331665,2917100
2015-07-09,141.350006,141.500000,137.710007,139.449997,128.915619,3317600
2015-07-10,141.710007,143.429993,141.169998,142.720001,131.938614,2846000
2015-07-13,143.860001,145.070007,143.500000,144.059998,133.177414,1847800
2015-07-14,143.649994,144.289993,143.160004,143.929993,133.057220,1512800
2015-07-15,143.929993,144.179993,142.919998,143.630005,132.779892,1306700
2015-07-16,144.149994,144.490005,143.440002,144.330002,133.427032,1148100
2015-07-17,144.119995,144.889999,143.160004,144.679993,133.750565,1842100
2015-07-20,144.580002,145.229996,144.020004,145.039993,134.083359,1243600
2015-07-21,145.190002,145.399994,144.429993,144.940002,133.990921,1587800
2015-07-22,145.220001,146.479996,145.020004,146.380005,135.322174,1612000
2015-07-23,146.850006,147.000000,145.380005,145.600006,134.601074,1356100
2015-07-24,145.710007,145.929993,144.889999,144.990005,134.037140,1272700
2015-07-27,144.779999,144.889999,143.529999,144.250000,133.353058,1431300
2015-07-28,144.529999,144.699997,142.910004,144.550003,133.630386,1376500
2015-07-29,144.800003,146.759995,144.750000,145.380005,134.397705,1840500
2015-07-30,145.149994,145.860001,144.020004,145.300003,134.323746,1392700
2015-07-31,146.190002,146.190002,145.009995,145.300003,134.323746,1386700
2015-08-03,145.779999,146.110001,144.649994,145.520004,134.527115,1328100
2015-08-04,145.110001,145.820007,144.190002,144.839996,133.898483,1315300
2015-08-05,145.830002,147.039993,145.649994,146.889999,135.793640,1687800
2015-08-06,147.149994,147.589996,145.979996,146.440002,135.377640,1948000
2015-08-07,146.020004,146.440002,144.350006,145.259995,134.286758,1228300
2015-08-10,146.300003,146.789993,145.679993,146.250000,135.201981,1072600
2015-08-11,145.279999,146.289993,145.009995,145.889999,134.869186,1248900
2015-08-12,144.949997,146.720001,143.350006,146.490005,135.796173,1963800
2015-08-13,146.360001,146.979996,145.179993,145.270004,134.665237,1114000
2015-08-14,144.880005,146.419998,144.880005,146.089996,135.425354,1210400
2015-08-17,145.149994,146.240005,144.979996,146.089996,135.425354,912600
2015-08-18,146.160004,146.479996,145.119995,145.630005,134.998962,1099100
2015-08-19,145.389999,145.940002,143.639999,145.169998,134.572540,1436100
2015-08-20,144.289993,144.880005,143.289993,143.710007,133.219116,1785100
2015-08-21,142.220001,143.330002,138.990005,138.990005,128.843674,3611400
2015-08-24,131.970001,137.160004,117.029999,132.970001,123.263138,5205800
2015-08-25,136.779999,138.380005,132.649994,132.710007,123.022125,4645100
2015-08-26,136.110001,138.279999,133.350006,138.160004,128.074280,3094900
2015-08-27,140.470001,140.750000,137.589996,140.210007,129.974625,2603100
2015-08-28,139.750000,140.300003,138.639999,139.949997,129.733582,1850900
2015-08-31,139.250000,140.229996,138.509995,140.050003,129.826294,2998200
2015-09-01,137.580002,139.899994,137.500000,138.300003,128.204041,2968200
2015-09-02,139.830002,140.869995,138.419998,140.419998,130.169266,1809900
2015-09-03,140.940002,141.699997,140.100006,140.479996,130.224884,1615600
2015-09-04,138.800003,139.460007,138.179993,138.479996,128.370880,2124500
2015-09-08,140.539993,141.479996,139.119995,141.429993,131.105530,1638000
2015-09-09,142.350006,142.350006,139.389999,139.679993,129.483292,1383100
2015-09-10,139.039993,140.960007,138.990005,140.009995,129.789200,1350700
2015-09-11,139.850006,141.199997,139.279999,141.050003,130.753296,1452300
2015-09-14,141.179993,141.410004,140.240005,141.149994,130.845993,1123300
2015-09-15,141.320007,142.960007,140.240005,142.429993,132.032516,1349600
2015-09-16,142.210007,143.860001,141.750000,143.610001,133.126419,1374300
2015-09-17,143.899994,145.039993,143.160004,143.350006,132.885406,1535300
2015-09-18,142.139999,144.339996,141.699997,141.809998,131.457779,2806100
2015-09-21,142.360001,143.779999,142.089996,143.210007,132.755600,1004800
2015-09-22,141.820007,142.949997,140.809998,142.649994,132.236496,1787200
2015-09-23,143.460007,145.630005,142.649994,145.429993,134.813538,2310200
2015-09-24,144.369995,145.419998,143.649994,144.869995,134.294434,1974900
2015-09-25,145.949997,146.899994,145.009995,145.550003,134.924805,1845700
2015-09-28,145.389999,145.800003,143.289993,143.550003,133.070801,2553500
2015-09-29,143.039993,144.139999,142.250000,143.720001,133.228378,2513100
2015-09-30,143.539993,144.949997,142.889999,144.570007,134.016327,2525500
2015-10-01,144.850006,144.850006,142.500000,144.559998,134.007080,2657300
2015-10-02,143.250000,145.910004,142.190002,145.860001,135.212158,2591500
2015-10-05,146.240005,148.220001,146.009995,148.070007,137.260834,2273000
2015-10-06,148.149994,148.699997,147.360001,148.410004,137.576004,2091000
2015-10-07,148.720001,149.320007,147.429993,147.960007,137.158875,2340800
2015-10-08,147.610001,151.699997,147.610001,151.660004,140.588730,2370900
2015-10-09,150.759995,154.259995,150.440002,153.970001,142.730103,3715500
2015-10-12,153.970001,154.479996,153.089996,153.630005,142.414963,1200100
2015-10-13,153.229996,154.070007,152.220001,152.279999,141.163498,1493700
2015-10-14,152.309998,152.770004,149.100006,149.839996,138.901596,3044900
2015-10-15,150.830002,151.899994,150.220001,151.770004,140.690720,1697000
2015-10-16,152.320007,152.970001,151.279999,152.059998,140.959549,1647500
2015-10-19,152.050003,153.389999,151.919998,153.220001,142.034882,1543700
2015-10-20,153.720001,154.880005,153.160004,154.559998,143.277023,1867500
2015-10-21,154.800003,155.940002,154.309998,155.210007,143.879608,1797300
2015-10-22,155.429993,158.339996,155.080002,158.149994,146.604996,2192400
2015-10-23,158.699997,158.800003,154.910004,155.740005,144.370926,2273400
2015-10-26,152.059998,157.410004,151.259995,156.729996,145.288651,2500000
2015-10-27,157.270004,158.300003,155.559998,157.759995,146.243423,1675100
2015-10-28,157.500000,157.929993,155.509995,157.759995,146.243423,1778800
2015-10-29,157.059998,158.380005,156.529999,158.279999,146.725510,1496800
2015-10-30,158.000000,159.399994,157.300003,158.119995,146.577179,2050000
2015-11-02,158.990005,159.309998,157.649994,159.149994,147.531967,1260700
2015-11-03,158.399994,159.220001,157.380005,158.800003,147.207535,1531100
2015-11-04,159.000000,159.029999,156.899994,157.149994,145.677979,1651700
2015-11-05,154.149994,156.809998,154.020004,156.270004,144.862213,2550300
2015-11-06,156.490005,157.960007,155.669998,157.550003,146.048782,1749800
2015-11-09,156.809998,157.100006,153.889999,155.160004,143.833252,2291100
2015-11-10,155.130005,156.460007,154.600006,156.410004,145.366745,1701800
2015-11-11,155.979996,157.429993,155.179993,156.389999,145.348145,1864200
2015-11-12,156.119995,156.979996,155.399994,156.000000,144.985703,1657400
2015-11-13,155.070007,155.250000,153.229996,153.669998,142.820206,2459900
2015-11-16,153.809998,156.470001,153.240005,156.449997,145.403915,1778400
2015-11-17,157.350006,159.919998,157.020004,158.889999,147.671616,2500000
2015-11-18,158.889999,161.399994,157.820007,161.250000,149.865051,2152000
2015-11-19,161.690002,163.199997,161.440002,162.830002,151.333481,2959300
2015-11-20,164.160004,164.470001,162.750000,163.100006,151.584396,2051100
2015-11-23,163.529999,163.899994,162.729996,163.449997,151.909683,1174300
2015-11-24,162.259995,163.919998,161.000000,162.190002,150.738647,2799500
2015-11-25,162.039993,163.000000,161.139999,162.389999,150.924515,1828000
2015-11-27,163.110001,164.410004,162.490005,163.580002,152.030502,866300
2015-11-30,164.169998,164.440002,160.789993,161.419998,150.023010,3063800
2015-12-01,162.020004,163.039993,160.740005,161.289993,149.902206,1939700
2015-12-02,161.710007,162.440002,160.630005,161.089996,149.716324,1585700
2015-12-03,164.509995,166.100006,163.309998,163.669998,152.114120,3440000
2015-12-04,164.119995,167.240005,164.009995,166.800003,155.023178,2578600
2015-12-07,167.330002,167.500000,165.550003,167.119995,155.320572,2791900
2015-12-08,166.740005,169.729996,165.869995,168.869995,156.947006,3158500
2015-12-09,162.720001,163.889999,158.220001,159.720001,148.443069,9527000
2015-12-10,160.929993,163.410004,160.610001,161.860001,150.431961,3649000
2015-12-11,159.729996,161.199997,159.360001,160.020004,148.721878,2511200
2015-12-14,160.089996,161.880005,159.410004,161.839996,150.413345,2427300
2015-12-15,163.320007,163.740005,160.720001,161.289993,149.902206,2378700
2015-12-16,161.949997,163.250000,160.000000,162.759995,151.268387,2196300
2015-12-17,162.440002,163.580002,160.600006,160.679993,149.335266,1703900
2015-12-18,159.789993,160.679993,157.600006,157.699997,146.565674,4295800
2015-12-21,158.809998,159.429993,157.330002,159.389999,148.136368,1453500
2015-12-22,159.899994,161.389999,159.029999,161.229996,149.846436,1741100
2015-12-23,162.429993,162.429993,160.779999,161.710007,150.292557,1581000
2015-12-24,161.850006,162.330002,161.440002,161.750000,150.329742,491000
2015-12-28,161.050003,162.259995,160.399994,161.160004,149.781357,1124700
2015-12-29,161.899994,163.229996,161.520004,162.660004,151.175461,1169600
2015-12-30,162.960007,163.449997,162.509995,162.710007,151.221939,889900
2015-12-31,162.080002,164.000000,161.500000,161.500000,150.097366,1873400
2016-01-04,159.809998,160.100006,157.869995,159.539993,148.275742,2640800
2016-01-05,160.169998,161.229996,159.449997,159.929993,148.638214,2127700
2016-01-06,158.360001,159.800003,157.630005,158.449997,147.262726,2033400
2016-01-07,154.850006,157.059998,153.550003,154.820007,143.889008,3826000
2016-01-08,155.279999,155.300003,151.809998,152.110001,141.370377,3156200
2016-01-11,152.300003,155.960007,152.119995,154.720001,143.796066,2164500
2016-01-12,155.710007,156.429993,154.940002,156.059998,145.041443,2215600
2016-01-13,155.970001,156.020004,151.880005,152.119995,141.379654,2157500
2016-01-14,151.960007,154.160004,151.330002,153.179993,142.364761,2281500
2016-01-15,149.289993,151.520004,148.250000,150.389999,139.771790,2975400
2016-01-19,151.789993,152.000000,149.580002,150.470001,139.846146,2242600
2016-01-20,148.460007,150.000000,144.910004,148.820007,138.312637,3796800
2016-01-21,148.970001,151.240005,148.110001,150.380005,139.762497,2211800
2016-01-22,152.179993,153.710007,151.649994,153.690002,142.838806,2544100
2016-01-25,154.070007,154.479996,150.550003,150.779999,140.134247,1820600
2016-01-26,150.779999,151.720001,148.300003,148.500000,138.015228,2822300
2016-01-27,149.289993,149.589996,146.720001,147.729996,137.299591,2189500
2016-01-28,148.550003,149.970001,147.809998,149.589996,139.028275,2076100
2016-01-29,149.500000,151.619995,146.910004,151.119995,140.450241,3221300
2016-02-01,150.839996,152.190002,150.190002,151.250000,140.571060,2142000
2016-02-02,149.990005,150.789993,148.110001,148.500000,138.015228,1931400
2016-02-03,149.279999,149.979996,145.449997,146.699997,136.342316,2546900
2016-02-04,145.000000,145.139999,141.789993,143.279999,133.163788,5330100
2016-02-05,143.270004,145.199997,142.399994,143.990005,133.823654,4079300
2016-02-08,142.740005,147.550003,141.619995,147.020004,136.639740,3782000
2016-02-09,146.240005,149.720001,146.229996,147.940002,137.494781,3200400
2016-02-10,149.369995,150.169998,147.580002,148.050003,137.970032,2189600
2016-02-11,147.130005,148.389999,144.759995,146.649994,136.665375,2198100
2016-02-12,147.979996,149.270004,147.000000,148.649994,138.529175,1951800
2016-02-16,149.350006,150.639999,147.699997,149.110001,138.957870,2186400
2016-02-17,149.750000,151.979996,148.910004,150.910004,140.635345,2174600
2016-02-18,149.130005,149.839996,146.820007,148.649994,138.529175,2894300
2016-02-19,149.000000,149.139999,146.850006,148.699997,138.575775,2471700
2016-02-22,149.630005,150.179993,148.490005,150.059998,139.843201,2161300
2016-02-23,149.889999,151.759995,149.119995,150.360001,140.122757,1850600
2016-02-24,150.029999,154.410004,149.660004,153.869995,143.393784,2590100
2016-02-25,154.690002,154.880005,152.860001,154.720001,144.185928,1739200
2016-02-26,153.089996,153.410004,148.759995,149.679993,139.489029,3800800
2016-02-29,149.990005,152.300003,149.690002,150.029999,139.815247,3115800
2016-03-01,150.399994,151.199997,149.380005,150.520004,140.271866,2681400
2016-03-02,151.130005,152.949997,150.389999,152.789993,142.387299,2947600
2016-03-03,148.559998,151.960007,147.380005,151.600006,141.278351,5551700
2016-03-04,151.740005,151.770004,150.029999,150.899994,140.626007,2155600
2016-03-07,149.960007,150.889999,147.600006,148.169998,138.081894,3159600
2016-03-08,147.660004,151.919998,147.100006,150.949997,140.672592,3156300
2016-03-09,151.350006,153.500000,151.309998,153.050003,142.629623,2395300
2016-03-10,153.210007,154.690002,151.050003,152.869995,142.461868,1413000
2016-03-11,153.850006,154.000000,151.399994,152.710007,142.312775,1829900
2016-03-14,152.259995,153.300003,151.649994,152.669998,142.275482,1218400
2016-03-15,151.800003,154.419998,151.800003,154.179993,143.682678,1398500
2016-03-16,153.699997,155.000000,152.630005,154.059998,143.570892,1485500
2016-03-17,153.820007,154.740005,153.589996,153.839996,143.365845,1583200
2016-03-18,154.580002,154.699997,152.770004,153.149994,142.722824,3611700
2016-03-21,152.820007,154.350006,152.470001,153.940002,143.459030,1367400
2016-03-22,153.210007,153.809998,152.000000,152.229996,141.865448,1943100
2016-03-23,152.179993,153.929993,151.639999,153.509995,143.058273,2127300
2016-03-24,153.240005,154.080002,150.850006,151.429993,141.119919,2506500
2016-03-28,151.800003,153.940002,151.779999,152.669998,142.275482,1767400
2016-03-29,152.770004,155.460007,152.520004,155.259995,144.689148,1655400
2016-03-30,155.910004,158.240005,155.649994,157.600006,146.869812,2642700
2016-03-31,157.960007,159.800003,157.520004,157.580002,146.851212,2692400
2016-04-01,157.869995,159.089996,157.000000,158.250000,147.475571,1531500
2016-04-04,158.679993,158.990005,156.460007,157.729996,146.990982,1458400
2016-04-05,157.889999,158.000000,155.720001,155.990005,145.369461,1855600
2016-04-06,155.809998,157.410004,155.220001,156.770004,146.096344,1568400
2016-04-07,154.419998,154.580002,151.479996,152.029999,141.679092,4050100
2016-04-08,152.979996,152.979996,150.919998,151.649994,141.324951,2008500
2016-04-11,151.339996,151.940002,148.970001,149.050003,138.901978,2279000
2016-04-12,149.600006,150.679993,148.509995,150.520004,140.271866,2268300
2016-04-13,151.570007,152.080002,150.589996,151.880005,141.539276,2078800
2016-04-14,152.589996,152.910004,151.139999,151.399994,141.091949,2354500
2016-04-15,151.960007,153.809998,151.839996,153.169998,142.741425,2675900
2016-04-18,152.779999,153.710007,152.270004,153.300003,142.862640,1334100
2016-04-19,153.779999,153.899994,152.490005,153.679993,143.216751,1579000
2016-04-20,153.720001,153.889999,152.600006,152.740005,142.340729,1308700
2016-04-21,152.490005,152.740005,150.690002,151.419998,141.110596,2097600
2016-04-22,151.050003,151.809998,149.360001,149.919998,139.712738,2233900
2016-04-25,149.979996,151.679993,149.470001,151.509995,141.194473,1249000
2016-04-26,152.080002,153.449997,151.669998,152.600006,142.210281,1552900
2016-04-27,152.240005,152.509995,150.600006,151.770004,141.855072,1492800
2016-04-28,152.009995,153.649994,151.139999,151.440002,141.546646,2198100
2016-04-29,150.009995,150.979996,147.460007,148.130005,138.452866,3588800
2016-05-02,148.759995,151.419998,147.750000,150.929993,141.069962,3361500
2016-05-03,150.080002,152.529999,149.600006,151.410004,141.518600,2201300
2016-05-04,150.119995,152.000000,149.440002,151.509995,141.612061,2111600
2016-05-05,148.979996,150.380005,146.369995,147.839996,138.181824,4869300
2016-05-06,147.059998,147.500000,144.740005,146.440002,136.873276,3692200
2016-05-09,146.830002,148.970001,146.509995,148.589996,138.882828,2843800
2016-05-10,149.380005,149.979996,148.750000,149.559998,139.789444,1938800
2016-05-11,148.389999,148.690002,146.580002,147.119995,137.508865,2812700
2016-05-12,147.320007,147.770004,146.320007,146.720001,137.134995,2860400
2016-05-13,146.330002,146.720001,144.300003,144.500000,135.060013,2993600
2016-05-16,144.500000,146.580002,143.399994,145.789993,136.265747,2615000
2016-05-17,145.500000,146.240005,143.220001,143.600006,134.218811,2928900
2016-05-18,140.179993,141.660004,138.570007,141.289993,132.059738,5717000
2016-05-19,142.449997,143.080002,141.419998,142.699997,133.377625,2830500
2016-05-20,142.729996,143.500000,142.020004,142.690002,133.368301,2088400
2016-05-23,142.839996,144.000000,141.910004,142.009995,132.732681,1822000
2016-05-24,142.570007,143.479996,142.380005,142.570007,133.256119,2813100
2016-05-25,142.619995,145.679993,142.509995,144.539993,135.097412,4156700
2016-05-26,149.009995,153.880005,147.699997,149.710007,139.929657,7665300
2016-05-27,150.240005,150.770004,148.110001,149.080002,139.340820,3349800
2016-05-31,149.570007,149.880005,147.630005,148.770004,139.051071,3738900
2016-06-01,150.500000,153.000000,150.320007,152.520004,142.556107,3487300
2016-06-02,150.050003,151.509995,148.550003,151.509995,141.612061,3940600
2016-06-03,150.300003,151.779999,150.270004,151.710007,141.799026,1964200
2016-06-06,151.830002,152.490005,151.710007,152.240005,142.294373,1961600
2016-06-07,152.080002,153.850006,151.899994,152.619995,142.649521,2113000
2016-06-08,152.679993,153.470001,152.050003,153.369995,143.350571,1528300
2016-06-09,153.000000,154.139999,152.919998,154.050003,143.986130,1812100
2016-06-10,153.000000,155.149994,152.940002,154.869995,144.752563,3266500
2016-06-13,154.759995,155.960007,154.570007,154.949997,144.827347,2576600
2016-06-14,154.550003,156.360001,153.570007,155.869995,145.687241,3274700
2016-06-15,155.699997,156.779999,154.660004,154.860001,144.743225,2228500
2016-06-16,154.860001,156.500000,154.110001,156.419998,146.201324,1937400
2016-06-17,157.029999,157.250000,155.759995,155.889999,145.705917,2858200
2016-06-20,157.380005,158.380005,156.449997,156.479996,146.257370,2090800
2016-06-21,157.070007,157.899994,156.660004,157.199997,146.930374,1909700
